;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;"Smirnov G.S., Stegailov V.V.,""55234045200";6603823822;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960238397&partnerID=40&md5=059be6f53d3248980739f9ca3195f7a5"",""Coexistence simulations"; High pressures; Methane hydrates; Molecular dynamics simulations.;" Water models"",""Hydration"; Methane; Molecular dynamics; Molecular structure; Coexistence simulations; High pressure; Methane hydrates; Molecular dynamics simulations; Water models;" Gas hydrates""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;"Orekhov N.D., Stegailov V.V.,""56192008000";6603823822;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960243653&partnerID=40&md5=e3e3ad89e84ff49959461fb2a92761b9"",""Graphite Melting"; Molecular-Dynamics; Solid Graphite;" Superheated Metastable"",""Graphite"; Melting point; Molecular dynamics; Defect formation; High heating rates; Md calculations; Molecular dynamics methods; Solid graphite; Standing problems; Strong dependences; Superheated Metastable;" Melting""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;"Aksenov S.A., Chumachenko E.N., Kolesnikov A.V., Osipov S.A.,""15080694300";7004559856;56423264600;55736057300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911469105&doi=10.1016%2fj.jmatprotec.2014.11.015&partnerID=40&md5=3044ce6a84e3b19d615367fd2e1e01e3"",""AMg6"; Constitutive models; Free bulging test; Mathematical simulation; Rheological parameters; Strain rate sensitivity index;" Superplastic forminga"",""Computer simulation"; Constitutive equations; Constitutive models; Finite element method; Plastic flow; Sensitivity analysis; Stress-strain curves; Testing; AMg6; Free bulging; Mathematical simulations; Rheological parameter; Strain rate sensitivity index; Superplastic forminga;" Strain rate""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;"Serkhacheva N.S., Gainanova A.A., Kuz’micheva G.M., Podbelskiy V.V., Sadovskaya N.V., Zybinskiy A.M., Domoroshchina E.N., Dorokhov A.V., Chernyshev V.V., Prokopov N.I., Gerval’d A.Y.,""55636529000";56479306000;56938914900;36245602900;6602701296;56939006900;9633013200;7005176553;7103369688;6602115749;56606211200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945892836&doi=10.1080%2f1023666X.2015.1081190&partnerID=40&md5=e4506fa524a866f5fd62e5427ece34d6"",""Heterophase polymerization"; Nano-scaled titanium dioxide; Polymer composites; Polystyrene microspheres;" X-ray amorphous titanium dioxide"",""Gas adsorption"; Microspheres; Oxides; Scanning electron microscopy; Sol-gel process; Sol-gels; Titanium; Titanium dioxide; X ray diffraction; Adsorption properties; Heterophase polymerization; High-content; Nano-titanium dioxide; Nitrogen adsorption capacities; Polymer composite; Polystyrene micro-sphere; X-ray amorphous;" Polystyrenes""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Novikov N.A., Bryzgalov D.V., Chernyshev B.V.,""57050150500";36969128000;6701373995;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954058429&doi=10.3389%2ffnhum.2015.00673&partnerID=40&md5=14c858b8a2e24728b9acf0ad1a3a2f3d"",""Alpha oscillations"; Cognitive control; Errors; Post-error trials; Posterror adaptations; Theta oscillations;" Time-frequency decomposition"",""attention"; error; modulation; monitoring; nerve cell network; scalp; task performance;" theta rhythm""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Wicker P., Coates D., Breuer C.,""26430186500";7102942663;8859518000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943537310&doi=10.1093%2feurpub%2fckv053&partnerID=40&md5=a830332d61d32089bb5e0100db1fd310"",,""adult"; body image; body mass; female; fitness; health status; human; leisure; male; middle aged; motor activity; psychology; questionnaire; satisfaction; time factor; Adult; Body Image; Body Mass Index; Female; Health Status; Humans; Leisure Activities; Male; Middle Aged; Motor Activity; Personal Satisfaction; Physical Fitness; Surveys and Questionnaires;" Time Factors""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Iscan Z., Jin T.B., Kendrick A., Szeglin B., Lu H., Trivedi M., Fava M., Mcgrath P.J., Weissman M., Kurian B.T., Adams P., Weyandt S., Toups M., Carmody T., Mcinnis M., Cusin C., Cooper C., Oquendo M.A., Parsey R.V., Delorenzo C.,""15757480800";21733680600;56667141100;56667698000;8386439700;7103153350;33267681700;57027117600;56421537600;16744407200;7403071982;56532451900;53164951800;7004926839;35353379600;6602759463;56666568200;7004033396;6701501612;15042086700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939473755&doi=10.1002%2fhbm.22856&partnerID=40&md5=ed43a588ad6ca64fd076985d2c487412"",""Cerebral cortical surface area"; Cerebral cortical thickness; Cerebral cortical volume; FreeSurfer; Multisite MRI;" Test-retest reliability"",""adult"; aged; Article; brain cortex; brain size; computer program; cortical thickness (brain); human; human experiment; imaging software; measurement; neuroimaging; normal human; nuclear magnetic resonance imaging; nuclear magnetic resonance scanner; priority journal; test retest reliability; adolescent; anatomy and histology; automated pattern recognition; evaluation study; image processing; middle aged; nuclear magnetic resonance imaging; organ size; procedures; reproducibility; software; young adult; Adolescent; Adult; Aged; Cerebral Cortex; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Middle Aged; Organ Size; Pattern Recognition, Automated; Reproducibility of Results; Software;" Young Adult""";;;;;;;;;;
15;"Shulgovskiy V.V., Slavutskaya M.V., Lebedeva I.S., Karelin S.A., Moiseeva V.V., Kulaichev A.P., Kaleda V.G.,""56748012000";6603477243;7006023789;56747796400;6701491905;6601938044;56765570100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938346864&doi=10.1134%2fS0362119715040143&partnerID=40&md5=11749af2e5f5ac2edde0c67a5fec261e"",""attention"; decision-making; double step; latent period; programming of saccades;" schizophrenia"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Leontiev D.A.,""16202978600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925513850&doi=10.1007%2fs10879-014-9284-x&partnerID=40&md5=294bbc8f37a0a323c8bcfb8055f2141c"",""Existential psychotherapy"; Experience; Life enhancement; Ontogogy;" Problem solving"",""Article"; clinical psychology; cognitive therapy; emotion; existential psychotherapy; human; literature; mental disease; patient counseling; personal experience; personality disorder; psychoanalysis;" psychotherapy""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Kurnosov A.A., Ustyugova S.V., Nazarov V.I., Minervina A.A., Komkov A.Yu., Shugay M., Pogorelyy M.V., Khodosevich K.V., Mamedov I.Z., Lebedev Y.B.,""55806300200";6505759344;56524940900;56525328700;26039192500;50861832900;55805510300;35622144500;7007124123;35569600300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923290191&doi=10.1371%2fjournal.pone.0117854&partnerID=40&md5=e381f8cecc6a81620582d974e2029750"",,""adult"; animal cell; Article; brain function; cell proliferation; cerebellum; controlled study; dentate gyrus; DNA extraction; frontal cortex; gene insertion; gene mapping; gene sequence; genetic heterogeneity; heart muscle; high throughput sequencing; human; human genome; human tissue; lateral brain ventricle; long terminal repeat; mosaicism; mouse; nervous system development; neural stem cell; next generation sequencing; nonhuman; promoter region; retroposon; somatic cell; somatic mutation; stem cell; subventricular zone; variable number of tandem repeat; brain; genetics; long interspersed repeat; nerve cell; nervous system development; physiology; Brain; Dentate Gyrus; Genome, Human; Humans; Long Interspersed Nucleotide Elements; Neurogenesis; Neurons;" Promoter Regions, Genetic""";;;;;;;;;;;;;;;;;;;
15;"Klucharev V., Shestakova A.,""6508265153";6701794973;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943268008&doi=10.1016%2fB978-0-12-397025-1.00189-5&partnerID=40&md5=24939fbf90aa03ef3e2d7d2a0eb09d70"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Utochkin I.S.,""14020843800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955686989&doi=10.1167%2f15.4.8&partnerID=40&md5=cec8b00b775e361de7fd891c93291dd7"",""Attention"; Categorization; Ensemble summary statistics;" Statistical tests"",""biostatistics"; human; physiology; spatial behavior; statistical model; vision; Biostatistics; Humans; Models, Statistical; Spatial Processing;" Visual Perception""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Saygitov R.T., Chulok A.A.,""6506733400";56669650700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941100005&doi=10.15690%2fvramn.v70i3.1324&partnerID=40&md5=7cf63b7ff04783f364cf028b48ba0d6f"",""Cardiovascular diseases"; Funding; Government; Priorities;" Technological foresight"",""Cardiovascular Diseases"; cost; economics; forecasting; health care organization; health care planning; human; needs assessment; organization and management; preventive health service; public health; Russian Federation; statistics and numerical data; survival; trends; Cardiovascular Diseases; Costs and Cost Analysis; Forecasting; Health Care Rationing; Health Priorities; Humans; National Health Programs; Needs Assessment; Preventive Health Services; Russia;" Survival Analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Lovakov A.V., Agadullina E.R., Osin E.N.,""57188984836";55948104400;35737831400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965115052&doi=10.1017%2fsjp.2015.37&partnerID=40&md5=179d90b5672129c83464213e7cd02c62"",""group"; identity; in-group identification; self-stereotyping;" social identity"",""adolescent"; adult; female; group process; human; male; middle aged; psychological model; reproducibility; Russian Federation; social behavior; young adult; Adolescent; Adult; Female; Group Processes; Humans; Male; Middle Aged; Models, Psychological; Reproducibility of Results; Russia; Social Identification;" Young Adult""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Malyutina S., den Ouden D.-B.,""55935739000";23479291000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012257404&doi=10.15540%2fnr.2.3.111&partnerID=40&md5=e4971bf5ff6ba1c271399e63be2f2668"",""Angular gyrus"; Brain stimulation; Broca's area; HD-tDCS; Language;" Word retrieval"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Vasyukov V.L.,""16450615000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011597225&doi=10.17720%2f2409-5834.v2.1.2015.01v&partnerID=40&md5=0e311b69cb34f7f3c42d265533480207"",""Hypothetical logic"; Modern logic; Proof; Situational semantics;" States of affairs"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Danilova I.A.,""57188698964";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038902017&partnerID=40&md5=0b420d968df3b71d1e9e35b4f37f41fd"",""cause-of-death coding"; life expectancy; mortality; old age;" quality of statistical data"",""aged"; cause of death; chronic disease; demography; epidemiology; female; global health; human; infection; injury; International Classification of Diseases; male; mortality; neoplasm; Russian Federation; statistics and numerical data; utilization; very elderly; Aged; Aged, 80 and over; Cause of Death; Chronic Disease; Demography; Female; Global Health; Humans; Infection; International Classification of Diseases; Male; Mortality; Neoplasms; Russia;" Wounds and Injuries""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Nazarova M., Blagovechtchenski E.,""57188643355";6506349269;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934874302&doi=10.3389%2ffpsyt.2015.00089&partnerID=40&md5=76381d05f656d6d965bb3c83f5cb9e95"",""Brain mapping"; Function localization; History of brain mapping; Motor control;" Sensory systems"",""alpha nerve fiber"; Article; brain computer interface; brain depth stimulation; brain function; brain mapping; cognitive rehabilitation; connectome; electroencephalogram; feedback system; functional magnetic resonance imaging; history of medicine; human; motor performance; neuroscience; nonhuman; optogenetics; positron emission tomography; systematic review (topic);" transcranial magnetic stimulation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Zheluk A., Quinn C., Meylakhs P.,""55560090300";36521507800;34978898900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929668422&doi=10.2196%2fjmir.4431&partnerID=40&md5=5c4621fa598585452e31405e8ae845aa"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Han L., Berry J.W., Gui Y., Zheng Y.,""55340903100";7402634538;54790967100;57200694525;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994747716&doi=10.4172%2f1522-4821.1000221&partnerID=40&md5=783d19bf1690d4c33875225bdf734488"",""Acculturation strategies"; Qiang nationality;" Resilience"",""adult"; article; correlation analysis; cultural factor; earthquake; human; identity; optimism;" regression analysis""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Khaltourina D., Korotayev A.,""6504249046";7003940480;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954132818&doi=10.1093%2falcalc%2fagv042&partnerID=40&md5=8568520735eee7758ecb9f0b8ae99c16"",,""alcohol"; adult; alcohol consumption; alcohol intoxication; alcohol production; alcoholic beverage; Article; capital; centralization; drinking behavior; female; government regulation; human; major clinical study; male; marketing; mortality; priority journal; Russian Federation; tax; vodka; alcoholic beverage; economics; epidemiology; health care policy; mortality; trends; Adult; Alcohol Drinking; Alcoholic Beverages; Female; Health Policy; Humans; Male; Mortality; Russia;" Taxes""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Meylakhs P., Friedman S.R., Mateu-Gelabert P., Sandoval M., Meylakhs N.,""34978898900";7403182080;8726878100;7004626775;56471839500;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931563009&doi=10.1111%2f1467-9566.12226&partnerID=40&md5=b293f6b1bcf1b4846658bf575eab9fe7"",""HIV and HCV prevention"; Injection drug users; New York City; Qualitative study;" Role theory"",""drug use"; female; hepatitis C; high risk behavior; HIV Infections; human; male; New York; prevalence; psychology; substance abuse; Drug Users; Female; Hepatitis C; HIV Infections; Humans; Male; New York; Prevalence; Risk-Taking;" Substance Abuse, Intravenous""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Ivanova M.V., Dragoy O.V., Kuptsova S.V., Ulicheva A.S., Laurinavichyute A.K.,""13406041800";36522630700;55344594700;55266444400;56405575900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928694798&doi=10.1080%2f02687038.2014.975182&partnerID=40&md5=bdb4ed99657a9ba83257fe1ceea52593"",""fluent aphasia"; language comprehension; non-fluent aphasia;" working memory"",""adult"; aged; aphasia; Article; cognitive defect; comprehension; controlled study; disease severity; eye movement; female; human; human experiment; language processing; major clinical study; male; pattern recognition; progressive nonfluent aphasia; scoring system; speech and language assessment; stimulus response; task performance; verbal behavior; visual stimulation;" working memory""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Semenkov V.F., Michalski A.I., Sapozhnikov A.M.,""56463797100";7007077963;7006548229;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940103763&doi=10.3389%2ffgene.2015.00245&partnerID=40&md5=a6c2e7a841f5042586063f8c83fa4673"",""Adrenaline"; Autologous proteins; Dexamethasone; Heat shock proteins; Phagocytosis; Reactive oxygen species; Short-term heating stress;" Ultraviolet light"",""adrenalin"; dexamethasone; heat shock protein 70; reactive oxygen metabolite; adult; aged; Article; chemoluminescence; controlled study; female; flow cytometry; gene function; heat shock; heating; human; human cell; male; neutrophil; oxidative stress; phagocyte; serum; ultraviolet radiation;" very elderly""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Schaworonkow N., Blythe D.A.J., Kegeles J., Curio G., Nikulin V.V.,""56611937500";55669672000;35746261600;7006032218;7007084310;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928718499&doi=10.1002%2fhbm.22816&partnerID=40&md5=871bfa9e6fb58a344fba90e7084b6287"",""correlations"; EEG; LRTC; oscillations; power-law signals;" significance testing"",""Article"; behavior assessment; brain function; correlation analysis; electroencephalogram; female; human; human experiment; latent period; neuroimaging; normal human; power law dynamics; priority journal; reaction time; temporal cortex; time series analysis; alpha rhythm; artifact; brain; electroencephalography; electromyography; finger; motor activity; perceptive threshold; physiology; procedures; reaction time; signal processing; stimulation; time factor; Alpha Rhythm; Artifacts; Brain; Electroencephalography; Electromyography; Fingers; Humans; Motor Activity; Physical Stimulation; Reaction Time; Sensory Thresholds; Signal Processing, Computer-Assisted;" Time Factors""";;;;;;;;;;;;;;;;;;;;;;;;
15;"Alekseeva E.G., Krasnopolskaya I., Skokova Y.,""56472510200";56637030400;56472814400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920676875&doi=10.1108%2fHE-02-2014-0014&partnerID=40&md5=fa9e91e55e4056de9e2e03fe9b52b03c"",""Adolescent sexual health"; Health promotion; Healthy schools; HIV/AIDS; Relationships; Russia;" Sex education"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"Heimer R., Levina O.S., Osipenko V., Ruiz M.S., Sergeyev B., Sirotkin A.V., Vyshemirskaya I.,""7006307265";15725550100;57117633700;16153302800;36966924600;55211091400;57118242300;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958157431&doi=10.1093%2feurpub%2fckv157&partnerID=40&md5=66c685d050996405e1d9c2ff6dbdd2c6"",,""adult"; age; attitude to health; comorbidity; condom; female; high risk behavior; HIV Infections; human; male; middle aged; needle sharing; prisoner; psychology; risk factor; sex difference; sexual behavior; socioeconomics; statistics and numerical data; substance abuse; transmission; utilization; young adult; Adult; Age Factors; Comorbidity; Condoms; Female; Health Knowledge, Attitudes, Practice; HIV Infections; Humans; Male; Middle Aged; Needle Sharing; Prisoners; Risk Factors; Risk-Taking; Sex Factors; Sexual Behavior; Socioeconomic Factors; Substance Abuse, Intravenous;" Young Adult""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Bernstein A., Kuleshov A., Yanovich Y.,""55926029700";25621485600;57003326000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962909326&doi=10.1109%2fDSAA.2015.7344815&partnerID=40&md5=078d20c022f104a8db5eaa39d2b78367"",""Conformal embedding"; Dimensionality Reduction; High Dimensional Data; Isometric embedding; Low Dimensional Features; Manifold Learning;" Tangent Manifold Learning"",""Clustering algorithms"; Learning systems; Numerical methods; Conformal embedding; Dimensionality reduction; High dimensional data; Isometric embeddings; Low dimensional; Manifold learning;" Data mining""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Antipov E.A., Pokryshevskaya E.B.,""36458182800";36458850000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949783680&partnerID=40&md5=706708bf81aaebfc9aca1649e47fc75c"",""Apartments"; Jinx number; Lucky number; Real estate;" Superstitions"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Chistyakov V.V., Pardalos P.M.,""7005793389";7005330875;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944516063&doi=10.1007%2fs10957-015-0709-9&partnerID=40&md5=2a711c084fc8f472ea3aa5540eb0e40e"",""Generalized addition"; Objective function; Optimal solution; Optimization problem;" Stability interval"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Grigorieva S., Petrunina T.,""56862114600";56862285100;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944170340&doi=10.1007%2fs00187-015-0219-9&partnerID=40&md5=a5a6f60feabe85fc03671a79327d0524"",""Company performance"; Economic profit; Emerging capital markets; Mergers and acquisitions;" Value creation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Kovaleva E.V., Mirkin B.G.,""56909717700";35428028600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947126382&doi=10.1007%2fs00357-015-9186-y&partnerID=40&md5=5a8bb37cf55efb1ebe6dee75543cd173"",""Bisecting k-means"; Cluster structure generator; Computational experiment; Divisive clustering; Principal directions; Random directions; Split base decomposition;" Uphierarchy"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Zykov S.V.,""36146486900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007170466&doi=10.1007%2f978-3-319-42966-3_3&partnerID=40&md5=267efba561b0422c71c0f3b2ac4a6203"",""Agile methodology"; Formal methodology;" Software development methodology"",""Formal methods"; Life cycle; Software design; Agile Methodologies; Complex Processes; Formal methodology; Large-scale products; Software development methodologies; Software development tools; Software methodologies; Software products;" Software engineering""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Golubin A.Y.,""55885947500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938414277&doi=10.1007%2fs10957-014-0698-0&partnerID=40&md5=06299297911f0b8c69e5152b0834bc5c"",""Cone of preferences"; Pareto optimality;" Scalarization"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Belomestny D., Schoenmakers J.,""15069577900";34975782200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934909073&doi=10.1016%2fj.spl.2015.05.015&partnerID=40&md5=f0c883f0dd769d322ac1cfb35706f600"",""Mellin transform"; Multiplicative deconvolution; Skorohod embedding problem;" Volatility density estimation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Belomestny D., Joshi M., Schoenmakers J.,""15069577900";7202602040;34975782200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937814472&doi=10.1007%2fs00780-015-0267-x&partnerID=40&md5=de8f7379b196bce8cef4d1456d6798ee"",""Dual approach"; Multilevel Monte Carlo;" Optimal stopping"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Elie R., Lépinette E.,""23004333900";55214983900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937793778&doi=10.1007%2fs00780-015-0262-2&partnerID=40&md5=fc9de271f339ffe615f8099500407781"",""Delta hedging"; Leland–Lott strategy; Malliavin calculus; Order book;" Transaction costs"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"San Segundo P., Nikolaev A., Batsyn M.,""34882184900";56729990500;37111907600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937554255&doi=10.1016%2fj.cor.2015.06.009&partnerID=40&md5=1d68073ea8162cc5a1c3b699c4ce8880"",""Approximate coloring"; Branch-and-bound; Combinatorial optimization;" MaxSAT"",""Branch and bound method"; Computer science; Operations research; Chromatic number; Clique number; Max-SAT; Maximum clique; Maximum satisfiability problems; Stand -alone; Tight bound; Upper Bound;" Combinatorial optimization""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Karpov A.,""24464304000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920623669&doi=10.1016%2fj.mathsocsci.2014.12.001&partnerID=40&md5=7cb48612bffa8080f6512ae6305f6f33"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Shvedov A.S.,""57191612564";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940669170&doi=10.1137%2fS0040585X97T987284&partnerID=40&md5=0ba76041275a5994a27b997de0f5ddfd"",""Distribution density";" Matrix-variate t-distribution"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Brodetskiy G.L.,""6602102357";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944416227&doi=10.1504%2fIJLSM.2015.072282&partnerID=40&md5=63fb499242c59ad885ae9979895de163"",""Economic order quantity"; Effectiveness of cash flows; EOQ; Interest rate; Inventory optimisation; Logistics management; New EOQ formula; Profitability; Supply chain; Time value of money; TVM;" Working capital"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Zykov S.V.,""36146486900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947907282&doi=10.1007%2f978-3-319-19728-9_22&partnerID=40&md5=ddc9b8eb50111983aeb29d7514ebdbcb"",""Human factor"; Innovative skills; IT education; Knowledge transfer; Software development;" Software engineering"",""Human engineering"; Information management; Knowledge management; Software design; Software engineering; Carnegie Mellon University; Cultural issue; Innovative skills; IT education; Knowledge transfer; Maturity levels; Number of factors; Related factors;" Multi agent systems""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Zykov S.V.,""36146486900";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947907358&doi=10.1007%2f978-3-319-19728-9_23&partnerID=40&md5=562b14138efcdbe95c2076084ee2c40c"",""Anthropic-oriented system"; Enterprise application; Software architecture; Software development;" System of systems"",""Application programs"; Enterprise software; Software architecture; Software design; Software engineering; System of systems; Systems engineering; Complex software systems; Engineering disciplines; Enterprise applications; General architectures; Mission critical systems; Nuclear power production; Oriented systems; Software and hardwares;" Multi agent systems""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"van der Aalst W.M.P., Guo S., Gorissen P.,""7007153024";56529947300;55361119700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923646652&doi=10.1007%2f978-3-662-46436-6_6&partnerID=40&md5=2ccf112f8cb8cb195b416b7c0539fa04"",""Comparative process mining"; Learning analytics; Online analytical processing;" Process mining"",""Compliance control"; Data mining; Education; Education computing; Geometry; Petri nets; Automated discovery; Female students; International students; Learning analytics; On-line analytical processing; Process mining; Process Modeling; Single process;" Students""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;"Krijnen J.M.T., Zeelenberg M., Breugelmans S.M.,""56811236000";6701914145;8646129600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943155136&partnerID=40&md5=8f15a5fa477e8ac06f1bed69f1d993bd"",""Choice conflict"; Decision importance; Deferral;" Heuristics"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
